id,timestamp,user_id,request_text,true_category,true_scenario,token_count,response_time_sec,satisfaction_score
387c5457,2024-04-18T17:29:00,user_027,"Обнови retro-документ по итогам спринта 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Обнови retro-документ по итогам спринта Обнови retro-документ по итогам спринта Обнови retro-документ по итогам спринта Обнови retro-документ по итогам спринта Обнови retro-документ по итогам спринта Обнови retro-документ по итогам спринта",Работа с документами,Работа с Jira/Confluence,134178,31.91,1
3ef18f10,2024-04-19T10:00:00,user_009,"Спрогнозируй бюджет проекта на основе текущих трендов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Спрогнозируй бюджет проекта на основе текущих трендов Спрогнозируй бюджет проекта на основе текущих трендов Спрогнозируй бюджет проекта на основе текущих трендов",Анализ данных,Прогнозирование,127918,29.33,1
8281ba8b,2024-04-19T11:42:00,user_050,"Составь резюме встречи по итогам обсуждения 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения Составь резюме встречи по итогам обсуждения",Генерация текста,Генерация отчётов и резюме,123698,10.28,
511d6733,2024-04-19T13:02:00,user_036,"Составь план переговоров с ключевым клиентом 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом Составь план переговоров с ключевым клиентом",Работа с клиентами,Продажи и переговоры,127616,40.16,
5989813e,2024-04-19T20:06:00,user_009,"Составь ответ на жалобу клиента о задержке доставки 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки Составь ответ на жалобу клиента о задержке доставки",Работа с клиентами,Поддержка клиентов,76133,30.53,4
4af7e33c,2024-04-20T07:26:00,user_028,"Проведи RFM-сегментацию клиентов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Проведи RFM-сегментацию клиентов Проведи RFM-сегментацию клиентов Проведи RFM-сегментацию клиентов Проведи RFM-сегментацию клиентов Проведи RFM-сегментацию клиентов",Анализ данных,Сбор аналитики,100257,16.4,3
d080448e,2024-04-20T17:49:00,user_023,"Напиши описание для bug report в Jira 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira Напиши описание для bug report в Jira",Работа с документами,Работа с Jira/Confluence,101025,5.18,2
1be2552b,2024-04-21T03:15:00,user_049,"Создай шаблон документации для нового микросервиса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса Создай шаблон документации для нового микросервиса",Работа с документами,Работа с Jira/Confluence,96779,42.92,2
521f737e,2024-04-21T04:12:00,user_030,"Визуализируй распределение клиентов по сегментам 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам Визуализируй распределение клиентов по сегментам",Анализ данных,Визуализация данных,77535,13.36,4
57720cb3,2024-04-21T06:43:00,user_047,"Подготовь материалы для тренинга по работе с клиентами 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами",Обучение и онбординг,Обучение сотрудников,91303,9.26,
63daa848,2024-04-22T06:44:00,user_042,"Напиши инструкцию для клиента по настройке интеграции 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции Напиши инструкцию для клиента по настройке интеграции",Работа с клиентами,Поддержка клиентов,61395,24.1,4
9327632d,2024-04-23T06:06:00,user_046,"Построй прогноз выручки на следующий квартал 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Построй прогноз выручки на следующий квартал Построй прогноз выручки на следующий квартал Построй прогноз выручки на следующий квартал",Анализ данных,Прогнозирование,139157,30.73,3
3d271571,2024-04-23T07:44:00,user_017,"Объясни принципы работы нашей CI/CD трубы 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы",Обучение и онбординг,Обучение сотрудников,107880,38.48,3
c32ac6f2,2024-04-23T17:46:00,user_034,"Составь техническое задание на разработку мобильного приложения 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения Составь техническое задание на разработку мобильного приложения",Обучение и онбординг,Стратегические вопросы,57234,20.26,1
a3b5fe23,2024-04-23T23:16:00,user_023,"Проверь входящие и составь краткую сводку важных писем 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем",Работа с документами,Мониторинг почты,138083,39.38,3
926594b9,2024-04-24T01:14:00,user_045,"Составь черновик ответа на письмо от инвестора 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора Составь черновик ответа на письмо от инвестора",Работа с документами,Мониторинг почты,67065,32.6,
9cfa8428,2024-04-25T06:30:00,user_030,"Создай скрипт для автоматического парсинга новостных сайтов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов Создай скрипт для автоматического парсинга новостных сайтов",Написание кода,Автоматизация рутины,57543,17.85,2
5ed90f5b,2024-04-25T13:32:00,user_047,"Обнови страницу Confluence с документацией API 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API",Работа с документами,Работа с Jira/Confluence,50670,24.73,1
2efba67f,2024-04-25T17:59:00,user_044,"Создай рекламный слоган для нового сервиса 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Создай рекламный слоган для нового сервиса Создай рекламный слоган для нового сервиса Создай рекламный слоган для нового сервиса Создай рекламный слоган для нового сервиса Создай рекламный слоган для нового сервиса Создай рекламный слоган для нового сервиса",Генерация текста,Создание маркетинговых текстов,145081,30.99,5
f7473c9e,2024-04-25T18:02:00,user_020,"Напиши программу для конвертации документов из PDF в Word 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word",Написание кода,Автоматизация рутины,72425,17.6,2
8294610f,2024-04-26T00:09:00,user_049,"Составь план миграции с монолита на микросервисы 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы Составь план миграции с монолита на микросервисы",Обучение и онбординг,Стратегические вопросы,127199,16.59,1
df527d52,2024-04-26T13:18:00,user_006,"Найди корреляцию между маркетинговыми расходами и продажами 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Найди корреляцию между маркетинговыми расходами и продажами Найди корреляцию между маркетинговыми расходами и продажами Найди корреляцию между маркетинговыми расходами и продажами Найди корреляцию между маркетинговыми расходами и продажами Найди корреляцию между маркетинговыми расходами и продажами",Анализ данных,Сбор аналитики,146386,22.87,2
a6c74558,2024-04-26T16:08:00,user_028,"Напиши ответ на вопрос клиента о тарифах 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах Напиши ответ на вопрос клиента о тарифах",Работа с клиентами,Поддержка клиентов,59242,44.55,5
6c140a6e,2024-04-26T22:18:00,user_028,"Что такое Kubernetes и когда его использовать? 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать? Что такое Kubernetes и когда его использовать?",Обучение и онбординг,Технические вопросы,77609,26.82,3
90995828,2024-04-27T14:41:00,user_013,"Обнови страницу Confluence с документацией API 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API Обнови страницу Confluence с документацией API",Работа с документами,Работа с Jira/Confluence,132143,9.11,3
f45b851f,2024-04-27T15:14:00,user_023,"Проведи code review этого модуля и найди уязвимости 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Проведи code review этого модуля и найди уязвимости Проведи code review этого модуля и найди уязвимости Проведи code review этого модуля и найди уязвимости Проведи code review этого модуля и найди уязвимости",Написание кода,Анализ и оптимизация кода,107099,28.07,
fbe68265,2024-04-28T17:32:00,user_040,"Напиши краткий отчёт о проделанной работе за неделю 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю Напиши краткий отчёт о проделанной работе за неделю",Генерация текста,Генерация отчётов и резюме,105438,11.39,
46d1859b,2024-04-28T19:46:00,user_008,"Подготовь материалы для тренинга по работе с клиентами 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами Подготовь материалы для тренинга по работе с клиентами",Обучение и онбординг,Обучение сотрудников,66494,38.4,4
972dbacf,2024-04-29T00:17:00,user_028,"Напиши благодарственное письмо клиенту за долгосрочное партнёрство 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши благодарственное письмо клиенту за долгосрочное партнёрство Напиши благодарственное письмо клиенту за долгосрочное партнёрство Напиши благодарственное письмо клиенту за долгосрочное партнёрство Напиши благодарственное письмо клиенту за долгосрочное партнёрство Напиши благодарственное письмо клиенту за долгосрочное партнёрство",Генерация текста,Написание деловых писем,57831,8.52,1
77e62fb6,2024-04-29T19:55:00,user_011,"Напиши текст для push-уведомления о новой акции 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции Напиши текст для push-уведомления о новой акции",Генерация текста,Создание маркетинговых текстов,86510,9.53,4
c4d68edf,2024-04-30T10:04:00,user_045,"Проанализируй воронку конверсии на сайте 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Проанализируй воронку конверсии на сайте Проанализируй воронку конверсии на сайте Проанализируй воронку конверсии на сайте",Анализ данных,Сбор аналитики,89500,36.02,
5303d122,2024-04-30T12:46:00,user_015,"Исправь race condition в многопоточном коде 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Исправь race condition в многопоточном коде Исправь race condition в многопоточном коде Исправь race condition в многопоточном коде Исправь race condition в многопоточном коде Исправь race condition в многопоточном коде Исправь race condition в многопоточном коде",Написание кода,Анализ и оптимизация кода,99057,5.5,2
a3440f4c,2024-05-01T01:18:00,user_011,"Проверь входящие и составь краткую сводку важных писем 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем Проверь входящие и составь краткую сводку важных писем",Работа с документами,Мониторинг почты,87863,14.12,2
aeca651a,2024-05-01T06:50:00,user_044,"Объясни принципы работы нашей CI/CD трубы 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы Объясни принципы работы нашей CI/CD трубы",Обучение и онбординг,Обучение сотрудников,116339,27.33,3
4f9d62be,2024-05-01T21:21:00,user_034,"Предложи стратегию выхода на новый рынок 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок",Обучение и онбординг,Стратегические вопросы,111632,2.51,4
022bc7bf,2024-05-02T04:39:00,user_044,"Пометь приоритетные письма и создай задачи из них 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Пометь приоритетные письма и создай задачи из них Пометь приоритетные письма и создай задачи из них Пометь приоритетные письма и создай задачи из них Пометь приоритетные письма и создай задачи из них Пометь приоритетные письма и создай задачи из них Пометь приоритетные письма и создай задачи из них",Работа с документами,Мониторинг почты,136104,22.85,
287b3345,2024-05-02T07:42:00,user_018,"Объясни разницу между REST и GraphQL простым языком 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Объясни разницу между REST и GraphQL простым языком Объясни разницу между REST и GraphQL простым языком Объясни разницу между REST и GraphQL простым языком Объясни разницу между REST и GraphQL простым языком",Обучение и онбординг,Технические вопросы,124713,7.37,2
723dca1c,2024-05-02T10:56:00,user_027,"Напиши деловое письмо партнёру о переносе сроков проекта 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта Напиши деловое письмо партнёру о переносе сроков проекта",Генерация текста,Написание деловых писем,116091,12.96,1
2ff5bc42,2024-05-03T00:01:00,user_023,"Создай шаблоны ответов на типовые запросы клиентов 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов Создай шаблоны ответов на типовые запросы клиентов",Работа с документами,Мониторинг почты,120245,40.45,3
63c93dac,2024-05-03T06:20:00,user_032,"Предложи стратегию выхода на новый рынок 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок Предложи стратегию выхода на новый рынок",Обучение и онбординг,Стратегические вопросы,138808,13.52,2
b412581b,2024-05-03T06:30:00,user_050,"Составь скрипт для звонка недовольному клиенту 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Составь скрипт для звонка недовольному клиенту Составь скрипт для звонка недовольному клиенту Составь скрипт для звонка недовольному клиенту Составь скрипт для звонка недовольному клиенту",Работа с клиентами,Поддержка клиентов,76630,40.15,4
5ff89d7d,2024-05-03T15:57:00,user_021,"Какие метрики важно отслеживать для SaaS-продукта? 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — подробно.

Какие метрики важно отслеживать для SaaS-продукта? Какие метрики важно отслеживать для SaaS-продукта? Какие метрики важно отслеживать для SaaS-продукта? Какие метрики важно отслеживать для SaaS-продукта?",Обучение и онбординг,Стратегические вопросы,127842,29.78,1
5c56058c,2024-05-04T01:07:00,user_043,"Предскажи конверсию нового маркетингового канала 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: высокая. Дополнительные требования: стиль — деловой, объём — кратко.

Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала Предскажи конверсию нового маркетингового канала",Анализ данных,Прогнозирование,113305,28.52,2
89538b5b,2024-05-04T13:42:00,user_033,"Проверь документ на соответствие стандартам компании 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании Проверь документ на соответствие стандартам компании",Работа с документами,Обработка документов,97983,16.55,4
37f231e1,2024-05-04T15:44:00,user_049,"Напиши программу для конвертации документов из PDF в Word 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — подробно.

Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word Напиши программу для конвертации документов из PDF в Word",Написание кода,Автоматизация рутины,77420,25.74,3
e0e794bd,2024-05-04T15:46:00,user_015,"Что такое Docker и зачем он нужен? 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен? Что такое Docker и зачем он нужен?",Обучение и онбординг,Технические вопросы,62509,3.75,
4f9c5e8b,2024-05-04T16:05:00,user_002,"Проанализируй данные о продажах за последний квартал 

Контекст: Работаю над проектом в сфере IT, команда из 10 человек. Срочность: средняя. Дополнительные требования: стиль — деловой, объём — кратко.

Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал Проанализируй данные о продажах за последний квартал",Анализ данных,Сбор аналитики,52961,6.55,
